phone_id,phone_number,phone_type,owner_person_id,service_provider,status,case_id
PH01620,+91-8177216276,Mobile,P02061,Airtel,Active,C0145
PH01621,+91-7000603883,Mobile,P02061,Vi,Active,C0145
PH01622,+91-8810944209,Mobile,P02062,MetroWave Communications,Active,C0145
PH01623,+91-9581908412,Mobile,P02063,Vi,Active,C0145
PH01624,+91-9022637251,Mobile,P02065,Vi,Active,C0145
PH01625,+91-7675046652,Mobile,P02067,BSNL,Active,C0145
PH01626,+91-7849527562,Mobile,P02068,BSNL,Inactive,C0145
PH01627,+91-7562613786,Mobile,P02070,MetroWave Communications,Inactive,C0145
PH01628,+91-7239618495,Mobile,P02070,Airtel,Active,C0145
PH01629,+91-9331282557,Mobile,P02071,Vi,Active,C0145
PH01630,+91-8057229251,Mobile,P02072,Airtel,Active,C0145
PH01631,+91-9313127112,Mobile,P02073,Vi,Active,C0145
PH01632,+91-8606561718,Landline,P02074,Airtel,Active,C0145
PH01633,+91-7861160726,Landline,P02075,BSNL,Active,C0145
PH01634,+91-8306860926,Mobile,P02076,Vi,Inactive,C0145
PH01635,+91-9754116467,Mobile,P02077,Vi,Active,C0145
PH01636,+91-8242303794,Mobile,P02078,Jio,Active,C0145
PH01637,+91-8046429900,Mobile,P02080,Vi,Active,C0145
PH01638,+91-9242837381,Mobile,P02082,MetroWave Communications,Inactive,C0145
PH01639,+91-7362783504,Mobile,P02084,Vi,Inactive,C0145
PH01640,+91-7235762136,Mobile,P02085,Airtel,Inactive,C0145
PH01641,+91-7238250676,Mobile,P02086,Vi,Active,C0145
PH01642,+91-9053412718,Landline,P02087,Vi,Inactive,C0145
PH01643,+91-7066903184,Mobile,P02089,Jio,Active,C0146
PH01644,+91-7976889762,Mobile,P02090,BSNL,Inactive,C0147
PH01645,+91-8907337562,Mobile,P02094,MetroWave Communications,Active,C0147
PH01646,+91-7607829053,Mobile,P02095,Airtel,Active,C0147
PH01647,+91-9718594886,Mobile,P02095,BSNL,Active,C0147
PH01648,+91-9847150907,Mobile,P02097,MetroWave Communications,Active,C0147
PH01649,+91-8822188290,Mobile,P02101,Jio,Active,C0147
PH01650,+91-8330189842,Mobile,P02103,Jio,Active,C0147
PH01651,+91-9101742160,Mobile,P02104,MetroWave Communications,Active,C0147
PH01652,+91-8413331119,Mobile,P02104,Airtel,Active,C0147
PH01653,+91-8064378330,Mobile,P02105,Jio,Inactive,C0147
PH01654,+91-9292172573,Mobile,P02106,Airtel,Active,C0147
PH01655,+91-7762490043,Mobile,P02107,BSNL,Active,C0147
PH01656,+91-9758451301,Mobile,P02108,Vi,Inactive,C0147
PH01657,+91-8686153953,Landline,P02109,Vi,Active,C0147
PH01658,+91-7163913121,Mobile,P02111,Airtel,Inactive,C0147
PH01659,+91-8465334517,Mobile,P02112,Jio,Active,C0147
PH01660,+91-8707704592,Mobile,P02113,MetroWave Communications,Active,C0147
PH01661,+91-7052405223,Mobile,P02113,MetroWave Communications,Active,C0147
PH01662,+91-7339970559,Mobile,P02114,MetroWave Communications,Active,C0147
PH01663,+91-9918603005,Mobile,P02115,Vi,Active,C0147
PH01664,+91-8298300898,Mobile,P02115,Jio,Inactive,C0147
PH01665,+91-9127393285,Mobile,P02116,Jio,Active,C0147
PH01666,+91-7635621453,Mobile,P02119,Jio,Active,C0148
PH01667,+91-8009167283,Mobile,P02119,BSNL,Active,C0148
PH01668,+91-9556831572,Mobile,P02122,Vi,Active,C0149
PH01669,+91-9694160873,Mobile,P02123,MetroWave Communications,Active,C0149
PH01670,+91-9339163503,Mobile,P02123,Vi,Active,C0149
PH01671,+91-9355128780,Mobile,P02125,Vi,Active,C0149
PH01672,+91-7608942310,Mobile,P02126,MetroWave Communications,Inactive,C0149
PH01673,+91-8757434231,Mobile,P02129,Vi,Inactive,C0150
PH01674,+91-8451783553,Mobile,P02130,Jio,Active,C0150
PH01675,+91-8353015132,Mobile,P02130,MetroWave Communications,Active,C0150
PH01676,+91-9382961969,Mobile,P02132,Airtel,Inactive,C0150
PH01677,+91-7371225309,Mobile,P02133,Jio,Active,C0150
PH01678,+91-9290917122,Mobile,P02133,Airtel,Active,C0150
PH01679,+91-8013162232,Landline,P02134,Airtel,Active,C0150
PH01680,+91-9158690701,Mobile,P02134,MetroWave Communications,Active,C0150
PH01681,+91-9406116293,Mobile,P02135,MetroWave Communications,Active,C0150
PH01682,+91-9056086169,Mobile,P02136,Vi,Active,C0150
PH01683,+91-8977654593,Mobile,P02137,Airtel,Active,C0150
PH01684,+91-8035502395,Mobile,P02138,MetroWave Communications,Active,C0150
PH01685,+91-8615289268,Mobile,P02142,Airtel,Active,C0150
PH01686,+91-8117703487,Mobile,P02143,Vi,Active,C0150
PH01687,+91-9041096454,Mobile,P02144,Airtel,Active,C0150
PH01688,+91-7374240994,Mobile,P02146,Vi,Active,C0150
PH01689,+91-7570059150,Mobile,P02147,BSNL,Active,C0150
PH01690,+91-7473981425,Mobile,P02148,Jio,Active,C0150
PH01691,+91-7837756849,Mobile,P02148,Vi,Inactive,C0150
PH01692,+91-8217852763,Mobile,P02149,BSNL,Active,C0150
PH01693,+91-8613519291,Mobile,P02150,MetroWave Communications,Active,C0150
PH01694,+91-9765326128,Mobile,P02153,MetroWave Communications,Active,C0150
PH01695,+91-7998370683,Mobile,P02154,BSNL,Active,C0150
PH01696,+91-7737612341,Mobile,P02155,MetroWave Communications,Inactive,C0150
PH01697,+91-7613542067,Mobile,P02158,BSNL,Active,C0150
PH01698,+91-9778000762,Mobile,P02158,BSNL,Inactive,C0150
PH01699,+91-7954057562,Mobile,P02159,Jio,Active,C0150
PH01700,+91-9583735926,Mobile,P02160,Airtel,Active,C0150
PH01701,+91-7306688811,Mobile,P02161,Jio,Active,C0150
PH01702,+91-7673410262,Mobile,P02164,Airtel,Inactive,C0150
PH01703,+91-9641038755,Mobile,P02165,Jio,Active,C0150
PH01704,+91-7572934064,Mobile,P02166,Airtel,Active,C0150
PH01705,+91-8183975113,Mobile,P02167,Vi,Active,C0150
PH01706,+91-7678140257,Mobile,P02172,MetroWave Communications,Active,C0151
PH01707,+91-8111737358,Mobile,P02173,Airtel,Active,C0151
PH01708,+91-9618545861,Mobile,P02174,BSNL,Inactive,C0151
PH01709,+91-9306439687,Mobile,P02177,Airtel,Active,C0151
PH01710,+91-9999277924,Mobile,P02178,BSNL,Active,C0151
PH01711,+91-8671719708,Mobile,P02179,Vi,Active,C0151
PH01712,+91-9707768360,Mobile,P02180,MetroWave Communications,Inactive,C0151
PH01713,+91-8780125716,Mobile,P02183,BSNL,Active,C0151
PH01714,+91-7645034821,Mobile,P02184,BSNL,Active,C0151
PH01715,+91-9629324828,Mobile,P02185,BSNL,Active,C0151
PH01716,+91-7990723869,Mobile,P02186,Jio,Active,C0152
PH01717,+91-7084686572,Mobile,P02187,Airtel,Active,C0152
PH01718,+91-8463099949,Mobile,P02191,Airtel,Active,C0153
PH01719,+91-9495761954,Mobile,P02192,Vi,Active,C0153
PH01720,+91-8490900448,Mobile,P02193,Vi,Active,C0153
PH01721,+91-7833949393,Mobile,P02195,Airtel,Active,C0153
PH01722,+91-9443493784,Mobile,P02197,BSNL,Active,C0153
PH01723,+91-9200737635,Mobile,P02198,BSNL,Inactive,C0153
PH01724,+91-7466116041,Mobile,P02199,Airtel,Active,C0153
PH01725,+91-7253278127,Mobile,P02199,Vi,Active,C0153
PH01726,+91-7216011060,Mobile,P02200,Jio,Active,C0153
PH01727,+91-7248185367,Mobile,P02201,Airtel,Inactive,C0153
PH01728,+91-9228473132,Mobile,P02202,BSNL,Active,C0153
PH01729,+91-7124878507,Mobile,P02203,MetroWave Communications,Active,C0153
PH01730,+91-8246770531,Mobile,P02204,Vi,Active,C0153
PH01731,+91-7744738949,Mobile,P02205,BSNL,Active,C0153
PH01732,+91-8840117216,Landline,P02208,Airtel,Inactive,C0153
PH01733,+91-9064247618,Mobile,P02209,Jio,Inactive,C0153
PH01734,+91-8847399904,Mobile,P02210,BSNL,Active,C0153
PH01735,+91-9022702691,Mobile,P02211,Jio,Active,C0153
PH01736,+91-9501308156,Mobile,P02211,Airtel,Active,C0153
PH01737,+91-7421007630,Mobile,P02212,MetroWave Communications,Active,C0153
PH01738,+91-7364078775,Mobile,P02214,Airtel,Active,C0153
PH01739,+91-9283971653,Mobile,P02215,Vi,Active,C0153
PH01740,+91-7437895782,Mobile,P02216,BSNL,Active,C0153
PH01741,+91-8001554761,Mobile,P02218,Jio,Active,C0153
PH01742,+91-9331407263,Landline,P02220,Airtel,Inactive,C0154
PH01743,+91-7135920723,Mobile,P02221,Vi,Inactive,C0154
PH01744,+91-9696326201,Mobile,P02222,Jio,Active,C0154
PH01745,+91-9007870601,Landline,P02223,Vi,Inactive,C0154
PH01746,+91-8479352363,Landline,P02223,BSNL,Active,C0154
PH01747,+91-9886916943,Mobile,P02224,Airtel,Active,C0154
PH01748,+91-7409765545,Mobile,P02226,Vi,Active,C0154
PH01749,+91-7271289959,Mobile,P02227,Jio,Active,C0154
PH01750,+91-8949311718,Mobile,P02227,Airtel,Inactive,C0154
PH01751,+91-7594604271,Mobile,P02229,Jio,Active,C0154
PH01752,+91-7437127436,Mobile,P02230,Jio,Inactive,C0154
PH01753,+91-9790039312,Mobile,P02231,Airtel,Active,C0154
PH01754,+91-7650248950,Mobile,P02232,BSNL,Active,C0154
PH01755,+91-8661966280,Mobile,P02233,BSNL,Active,C0154
PH01756,+91-7750220402,Mobile,P02235,MetroWave Communications,Active,C0154
PH01757,+91-7697450747,Landline,P02237,Airtel,Active,C0154
PH01758,+91-9355374701,Mobile,P02238,Vi,Active,C0154
PH01759,+91-7058904710,Mobile,P02241,Jio,Active,C0155
PH01760,+91-9368860383,Mobile,P02242,BSNL,Active,C0155
PH01761,+91-7318285197,Mobile,P02242,MetroWave Communications,Active,C0155
PH01762,+91-8121750656,Mobile,P02243,Vi,Active,C0155
PH01763,+91-7407653180,Mobile,P02245,Vi,Active,C0155
PH01764,+91-7829326093,Mobile,P00140,Airtel,Inactive,C0156
PH01765,+91-7259734015,Mobile,P02247,MetroWave Communications,Active,C0156
PH01766,+91-7441284357,Mobile,P02249,BSNL,Active,C0156
PH01767,+91-7863320042,Mobile,P02250,BSNL,Active,C0156
PH01768,+91-9806836728,Mobile,P02251,Jio,Active,C0156
PH01769,+91-8809878800,Landline,P02252,Jio,Active,C0156
PH01770,+91-7959745419,Mobile,P02253,BSNL,Active,C0156
PH01771,+91-9133404045,Mobile,P02254,BSNL,Active,C0156
PH01772,+91-8698615404,Mobile,P02255,BSNL,Active,C0156
PH01773,+91-9095629103,Mobile,P02256,BSNL,Active,C0156
PH01774,+91-7180070164,Landline,P02258,Airtel,Active,C0156
PH01775,+91-8897728777,Mobile,P02259,Vi,Inactive,C0156
PH01776,+91-7558443968,Mobile,P02261,Vi,Active,C0157
PH01777,+91-7824147587,Landline,P02262,BSNL,Active,C0157
PH01778,+91-9596326713,Mobile,P02262,BSNL,Active,C0157
PH01779,+91-9238105926,Mobile,P02263,MetroWave Communications,Active,C0157
PH01780,+91-8529130382,Mobile,P02264,Jio,Active,C0157
PH01781,+91-7559527033,Mobile,P02265,MetroWave Communications,Active,C0158
PH01782,+91-7623709601,Mobile,P02266,Vi,Active,C0158
PH01783,+91-7432283400,Mobile,P02271,Jio,Active,C0159
PH01784,+91-8360388040,Mobile,P02273,Vi,Active,C0159
PH01785,+91-9161348755,Mobile,P02274,Jio,Active,C0160
PH01786,+91-9685814550,Mobile,P02275,Vi,Active,C0160
PH01787,+91-7811371944,Mobile,P02276,Vi,Active,C0160
PH01788,+91-7259845823,Mobile,P02277,MetroWave Communications,Active,C0160
PH01789,+91-7316497196,Mobile,P02277,BSNL,Active,C0160
PH01790,+91-7526802198,Mobile,P02278,Jio,Active,C0160
PH01791,+91-7791813550,Mobile,P02279,Airtel,Active,C0161
PH01792,+91-9265845383,Mobile,P02279,Airtel,Active,C0161
PH01793,+91-7872299214,Mobile,P02280,MetroWave Communications,Active,C0161
PH01794,+91-9462640047,Mobile,P02281,Airtel,Active,C0161
PH01795,+91-8327759362,Mobile,P02281,MetroWave Communications,Active,C0161
PH01796,+91-7044272716,Mobile,P02285,Airtel,Active,C0161
PH01797,+91-7499085676,Mobile,P02286,Jio,Active,C0161
PH01798,+91-7005580885,Landline,P02289,Vi,Active,C0161
PH01799,+91-8719571443,Mobile,P02290,BSNL,Inactive,C0161
PH01800,+91-8636202385,Mobile,P02291,BSNL,Active,C0161
PH01801,+91-8845874095,Mobile,P02294,MetroWave Communications,Active,C0161
PH01802,+91-8056674451,Mobile,P02295,Airtel,Active,C0161
PH01803,+91-7600926727,Mobile,P02296,Vi,Active,C0161
PH01804,+91-7683688379,Mobile,P02297,Jio,Active,C0161
PH01805,+91-8742191237,Mobile,P02299,MetroWave Communications,Active,C0161
PH01806,+91-9580223290,Landline,P02300,Vi,Active,C0161
PH01807,+91-7119870281,Mobile,P02301,BSNL,Inactive,C0161
PH01808,+91-9930910235,Mobile,P02302,BSNL,Active,C0161
PH01809,+91-8826672686,Mobile,P02304,Airtel,Active,C0161
PH01810,+91-8215700110,Mobile,P02305,Airtel,Active,C0161
PH01811,+91-8764678146,Mobile,P02306,BSNL,Active,C0161
PH01812,+91-8811358859,Mobile,P02307,Airtel,Active,C0161
PH01813,+91-9004434460,Mobile,P02308,Airtel,Active,C0161
PH01814,+91-9130590181,Mobile,P02308,BSNL,Inactive,C0161
PH01815,+91-7850513840,Mobile,P02309,MetroWave Communications,Active,C0161
PH01816,+91-8909126563,Mobile,P02310,Jio,Active,C0161
PH01817,+91-8138961593,Mobile,P00676,Jio,Active,C0162
PH01818,+91-8453298978,Mobile,P02311,BSNL,Active,C0162
PH01819,+91-9515896444,Mobile,P02312,MetroWave Communications,Inactive,C0162
PH01820,+91-9556653714,Mobile,P02314,Airtel,Active,C0162
PH01821,+91-9194615897,Mobile,P02316,Jio,Active,C0162
PH01822,+91-7558591455,Mobile,P02318,BSNL,Active,C0162
PH01823,+91-8761073228,Mobile,P02321,MetroWave Communications,Active,C0162
PH01824,+91-8087237640,Mobile,P02322,BSNL,Active,C0162
PH01825,+91-9841408879,Mobile,P02322,BSNL,Active,C0162
PH01826,+91-9646229505,Landline,P02324,Vi,Active,C0162
PH01827,+91-8326317294,Mobile,P02326,MetroWave Communications,Active,C0162
PH01828,+91-7791133483,Mobile,P02327,MetroWave Communications,Active,C0162
PH01829,+91-9746985016,Mobile,P02333,MetroWave Communications,Active,C0162
PH01830,+91-7927791439,Mobile,P02334,MetroWave Communications,Active,C0163
PH01831,+91-7939743601,Mobile,P02335,Jio,Active,C0163
PH01832,+91-9958757552,Mobile,P02336,Jio,Active,C0163
PH01833,+91-9482419708,Landline,P02337,BSNL,Active,C0163
PH01834,+91-8767359891,Mobile,P02338,Vi,Active,C0163
PH01835,+91-8362021371,Mobile,P02339,Airtel,Active,C0163
PH01836,+91-7205985416,Mobile,P02340,Airtel,Active,C0163
PH01837,+91-9834216246,Mobile,P02342,MetroWave Communications,Active,C0164
PH01838,+91-9345554289,Mobile,P02343,Vi,Inactive,C0164
PH01839,+91-8933462282,Mobile,P02344,Jio,Active,C0165
PH01840,+91-7915861393,Mobile,P02346,BSNL,Active,C0165
PH01841,+91-7478201058,Mobile,P02348,BSNL,Active,C0165
PH01842,+91-7041097424,Mobile,P02348,Vi,Active,C0165
PH01843,+91-7660097635,Mobile,P02349,Vi,Active,C0165
PH01844,+91-8518440276,Mobile,P02350,MetroWave Communications,Active,C0165
PH01845,+91-7580657947,Mobile,P02350,MetroWave Communications,Active,C0165
PH01846,+91-8309311719,Mobile,P02355,Jio,Active,C0165
PH01847,+91-7531499937,Mobile,P02357,BSNL,Inactive,C0165
PH01848,+91-9194318011,Mobile,P02358,MetroWave Communications,Active,C0165
PH01849,+91-9557631520,Mobile,P02359,Vi,Active,C0165
PH01850,+91-9468996846,Mobile,P02359,BSNL,Active,C0165
PH01851,+91-8042721116,Mobile,P02360,Airtel,Active,C0165
PH01852,+91-7930447082,Landline,P02361,BSNL,Active,C0165
PH01853,+91-8311545095,Mobile,P02362,Vi,Inactive,C0165
PH01854,+91-8079261156,Mobile,P02363,MetroWave Communications,Active,C0165
PH01855,+91-7777478462,Landline,P02364,Jio,Active,C0165
PH01856,+91-9549829489,Landline,P02365,Jio,Active,C0165
PH01857,+91-9855069894,Mobile,P02367,BSNL,Inactive,C0165
PH01858,+91-8157905439,Mobile,P02369,Jio,Active,C0165
PH01859,+91-8193665213,Mobile,P02370,Airtel,Active,C0165
PH01860,+91-8877571347,Mobile,P02371,Vi,Active,C0165
PH01861,+91-8487651646,Landline,P02372,BSNL,Active,C0165
PH01862,+91-8445200339,Mobile,P02373,BSNL,Inactive,C0165
PH01863,+91-9005489449,Mobile,P02374,Airtel,Active,C0165
PH01864,+91-9745549457,Mobile,P02375,Jio,Active,C0165
PH01865,+91-8546309147,Mobile,P02376,BSNL,Active,C0165
PH01866,+91-9682376455,Mobile,P02377,Jio,Inactive,C0165
PH01867,+91-8016763803,Landline,P02378,Airtel,Active,C0165
PH01868,+91-9415850300,Mobile,P02379,Jio,Active,C0165
PH01869,+91-7508963818,Mobile,P02379,BSNL,Active,C0165
PH01870,+91-7824316304,Mobile,P02381,MetroWave Communications,Inactive,C0165
PH01871,+91-7538071816,Mobile,P02382,Jio,Inactive,C0165
PH01872,+91-9363706467,Mobile,P02382,Airtel,Active,C0165
PH01873,+91-9052042735,Mobile,P02383,Jio,Active,C0165
PH01874,+91-8871463673,Mobile,P02384,MetroWave Communications,Inactive,C0165
PH01875,+91-9591682773,Mobile,P02387,BSNL,Active,C0165
PH01876,+91-7215631935,Mobile,P02387,Vi,Active,C0165
PH01877,+91-8535292507,Mobile,P02388,Jio,Active,C0166
PH01878,+91-8604466570,Mobile,P02391,BSNL,Active,C0166
PH01879,+91-9685479588,Mobile,P02393,Airtel,Active,C0166
PH01880,+91-7035838775,Mobile,P02394,BSNL,Active,C0166
PH01881,+91-7218597844,Mobile,P02395,BSNL,Active,C0166
PH01882,+91-8714237272,Mobile,P02396,Jio,Active,C0166
PH01883,+91-7778964945,Mobile,P02397,Vi,Active,C0166
PH01884,+91-8371419263,Landline,P02399,Jio,Active,C0166
PH01885,+91-7657269077,Mobile,P02400,Vi,Active,C0166
PH01886,+91-7497748972,Mobile,P02401,Vi,Active,C0166
PH01887,+91-8072619892,Mobile,P02402,BSNL,Active,C0166
PH01888,+91-8507824449,Mobile,P02403,Airtel,Active,C0166
PH01889,+91-7517033034,Landline,P02405,MetroWave Communications,Active,C0166
PH01890,+91-8729866095,Mobile,P02408,BSNL,Active,C0166
PH01891,+91-8091105854,Mobile,P02409,MetroWave Communications,Active,C0166
PH01892,+91-8146390937,Mobile,P02410,BSNL,Active,C0166
PH01893,+91-7810574258,Mobile,P02412,MetroWave Communications,Active,C0167
PH01894,+91-9928133595,Mobile,P00888,BSNL,Active,C0168
PH01895,+91-8773016470,Mobile,P02413,Airtel,Active,C0168
PH01896,+91-7006082924,Mobile,P02415,BSNL,Inactive,C0168
PH01897,+91-8853581314,Mobile,P02416,Jio,Active,C0168
PH01898,+91-7671408332,Mobile,P02417,Airtel,Inactive,C0168
PH01899,+91-8772852791,Mobile,P02417,BSNL,Active,C0168
PH01900,+91-8077801060,Mobile,P02418,MetroWave Communications,Active,C0168
PH01901,+91-7197954180,Mobile,P02419,Jio,Active,C0169
PH01902,+91-9027490526,Mobile,P02419,Airtel,Active,C0169
PH01903,+91-9355983055,Mobile,P02420,MetroWave Communications,Active,C0169
PH01904,+91-7410291930,Mobile,P02421,MetroWave Communications,Active,C0169
PH01905,+91-8616665195,Mobile,P02423,MetroWave Communications,Active,C0170
PH01906,+91-7565844861,Mobile,P02424,Jio,Active,C0170
PH01907,+91-7550395955,Mobile,P02425,Airtel,Active,C0170
PH01908,+91-9149550060,Mobile,P02426,MetroWave Communications,Active,C0170
PH01909,+91-7149662835,Mobile,P02428,Vi,Active,C0170
PH01910,+91-9553097555,Mobile,P02428,Vi,Active,C0170
PH01911,+91-8604856926,Mobile,P02430,Jio,Active,C0170
PH01912,+91-7922507896,Mobile,P02433,BSNL,Active,C0171
PH01913,+91-8689912883,Mobile,P02434,BSNL,Active,C0171
PH01914,+91-8093353236,Mobile,P02436,BSNL,Inactive,C0171
PH01915,+91-8792137436,Mobile,P02437,BSNL,Active,C0171
PH01916,+91-8839520285,Mobile,P02438,BSNL,Active,C0171
PH01917,+91-9714627333,Mobile,P02439,BSNL,Active,C0171
PH01918,+91-8752887589,Mobile,P02440,MetroWave Communications,Active,C0171
PH01919,+91-7376810531,Mobile,P02443,Airtel,Active,C0171
PH01920,+91-9168962490,Mobile,P02447,MetroWave Communications,Active,C0173
PH01921,+91-7738616816,Mobile,P02448,Vi,Active,C0174
PH01922,+91-9814728366,Mobile,P02450,BSNL,Active,C0174
PH01923,+91-9122290040,Mobile,P02451,BSNL,Active,C0174
PH01924,+91-7496464955,Mobile,P02452,BSNL,Active,C0174
PH01925,+91-8155366511,Mobile,P02452,MetroWave Communications,Inactive,C0174
PH01926,+91-7494344543,Mobile,P02453,Vi,Inactive,C0174
PH01927,+91-7508174643,Mobile,P02454,Airtel,Active,C0174
PH01928,+91-7742635033,Mobile,P02455,MetroWave Communications,Active,C0174
PH01929,+91-7265238177,Mobile,P02455,Airtel,Active,C0174
PH01930,+91-8170544262,Landline,P02456,MetroWave Communications,Active,C0174
PH01931,+91-8744611181,Mobile,P02458,MetroWave Communications,Active,C0174
PH01932,+91-8290089134,Mobile,P02459,Airtel,Active,C0174
PH01933,+91-9820631493,Mobile,P02459,MetroWave Communications,Active,C0174
PH01934,+91-7122312077,Mobile,P02460,Jio,Inactive,C0174
PH01935,+91-8670947200,Mobile,P02461,MetroWave Communications,Active,C0174
PH01936,+91-8938319877,Mobile,P02462,BSNL,Active,C0174
PH01937,+91-9057042873,Mobile,P02462,MetroWave Communications,Active,C0174
PH01938,+91-9480419567,Mobile,P02463,Airtel,Active,C0174
PH01939,+91-7000048493,Mobile,P02464,Jio,Active,C0174
PH01940,+91-7473717692,Mobile,P02465,Airtel,Active,C0174
PH01941,+91-7868000253,Mobile,P02468,Airtel,Active,C0175
PH01942,+91-8159602524,Mobile,P02469,BSNL,Active,C0175
PH01943,+91-7804234554,Mobile,P02470,BSNL,Active,C0175
PH01944,+91-8979640300,Mobile,P02472,Jio,Active,C0176
PH01945,+91-9497161688,Mobile,P02473,Jio,Active,C0176
PH01946,+91-8620298695,Mobile,P02474,Jio,Active,C0176
PH01947,+91-9934002168,Mobile,P02474,Airtel,Active,C0176
PH01948,+91-7825676916,Mobile,P02475,MetroWave Communications,Active,C0176
PH01949,+91-7299534707,Mobile,P02478,MetroWave Communications,Active,C0177
PH01950,+91-9157866266,Mobile,P02479,MetroWave Communications,Active,C0177
PH01951,+91-7971404407,Landline,P02479,BSNL,Active,C0177
PH01952,+91-7374913376,Mobile,P02480,BSNL,Active,C0177
PH01953,+91-9325811012,Mobile,P02480,MetroWave Communications,Active,C0177
PH01954,+91-8677993836,Mobile,P02481,Airtel,Inactive,C0177
PH01955,+91-7441600295,Mobile,P02482,Airtel,Active,C0177
PH01956,+91-8159619651,Landline,P02483,BSNL,Active,C0177
PH01957,+91-8545187043,Mobile,P02484,Vi,Active,C0177
PH01958,+91-8863872801,Mobile,P02485,Vi,Active,C0177
PH01959,+91-8514541916,Mobile,P02486,MetroWave Communications,Active,C0177
PH01960,+91-7579615318,Mobile,P02487,Vi,Active,C0177
PH01961,+91-9562538517,Mobile,P02488,Jio,Active,C0177
PH01962,+91-8299023173,Mobile,P02488,MetroWave Communications,Active,C0177
PH01963,+91-9924577075,Mobile,P02489,Jio,Active,C0177
PH01964,+91-8513447539,Mobile,P02491,BSNL,Active,C0177
PH01965,+91-8327973523,Mobile,P02492,MetroWave Communications,Active,C0177
PH01966,+91-7562083740,Mobile,P02492,Airtel,Inactive,C0177
PH01967,+91-9425956692,Mobile,P02493,BSNL,Inactive,C0177
PH01968,+91-9302070089,Mobile,P02495,Airtel,Active,C0177
PH01969,+91-8816314057,Mobile,P02496,Jio,Active,C0177
PH01970,+91-8125108020,Mobile,P02497,Vi,Active,C0177
PH01971,+91-8115365711,Mobile,P02498,MetroWave Communications,Active,C0177
PH01972,+91-9448478593,Mobile,P02500,Jio,Active,C0177
PH01973,+91-9250111036,Mobile,P02501,Airtel,Active,C0177
PH01974,+91-9152830537,Mobile,P02502,MetroWave Communications,Active,C0177
