finding_id,source_id,entity_id,entity_type,finding_type,content,timestamp,confidence,status,case_id
OF00777,OS0390,P02701,person,Business Listing,OSINT record suggests online presence associated with Isha Khan (P02701).,2025-07-30T23:25:50,0.7,Verified,C0193
OF00778,OS0391,P02724,person,Social Identity,OSINT record suggests online presence associated with Naina Rao (P02724).,2025-03-28T18:25:02,0.68,Verified,C0194
OF00779,OS0391,P02723,person,Social Identity,OSINT record suggests online presence associated with Yash Bhat (P02723).,2025-03-28T07:25:02,0.46,Disputed,C0194
OF00780,OS0392,P02725,person,Social Identity,OSINT record suggests online presence associated with Zoya Menon (P02725).,2025-07-31T04:00:11,0.48,Disputed,C0195
OF00781,OS0393,P02748,person,Business Listing,OSINT record suggests online presence associated with Ishaan Kulkarni (P02748).,2025-08-27T01:03:06,0.56,Review,C0196
OF00782,OS0393,O0114,organization,Digital Footprint,OSINT record references business listing possibly linked to Central Manufacturing Co (O0114).,2025-08-26T06:03:06,0.85,Review,C0196
OF00783,OS0393,P02737,person,Public Mention,OSINT record suggests online presence associated with Vivek Menon (P02737).,2025-08-26T16:03:06,0.53,Review,C0196
OF00784,OS0394,P02750,person,Public Mention,OSINT record suggests online presence associated with Vivek Singh (P02750).,2025-07-01T17:29:42,0.5,Verified,C0196
OF00785,OS0394,O0114,organization,Social Identity,OSINT record references business listing possibly linked to Central Manufacturing Co (O0114).,2025-07-01T21:29:42,0.52,Disputed,C0196
OF00786,OS0395,P02770,person,Digital Footprint,OSINT record suggests online presence associated with Rhea Patil (P02770).,2025-07-09T15:05:00,0.75,Verified,C0197
OF00787,OS0395,P02766,person,Public Mention,OSINT record suggests online presence associated with Anushka Jadhav (P02766).,2025-07-10T01:05:00,0.62,Review,C0197
OF00788,OS0395,O0115,organization,Digital Footprint,OSINT record references business listing possibly linked to Silverline Freight Services (O0115).,2025-07-09T19:05:00,0.65,Review,C0197
OF00789,OS0396,O0116,organization,Digital Footprint,OSINT record references business listing possibly linked to Horizon Technologies Pvt Ltd (O0116).,2025-08-20T14:06:34,0.78,Verified,C0198
OF00790,OS0396,P02784,person,Digital Footprint,OSINT record suggests online presence associated with Mohit Verma (P02784).,2025-08-20T13:06:34,0.78,Verified,C0198
OF00791,OS0396,O0116,organization,Digital Footprint,OSINT record references business listing possibly linked to Horizon Technologies Pvt Ltd (O0116).,2025-08-20T08:06:34,0.81,Review,C0198
OF00792,OS0397,P02772,person,Public Mention,OSINT record suggests online presence associated with Naveen Verma (P02772).,2025-05-06T20:37:14,0.81,Disputed,C0198
OF00793,OS0398,P02778,person,Public Mention,OSINT record suggests online presence associated with Sameer Verma (P02778).,2025-07-27T16:18:42,0.84,Verified,C0198
OF00794,OS0398,O0116,organization,Digital Footprint,OSINT record references business listing possibly linked to Horizon Technologies Pvt Ltd (O0116).,2025-07-28T15:18:42,0.64,Disputed,C0198
OF00795,OS0399,P02780,person,Social Identity,OSINT record suggests online presence associated with Aditya Jadhav (P02780).,2025-05-30T06:04:40,0.73,Disputed,C0198
OF00796,OS0400,P02795,person,Digital Footprint,OSINT record suggests online presence associated with Aniket Mishra (P02795).,2025-06-22T01:53:53,0.86,Disputed,C0199
OF00797,OS0400,P02789,person,Digital Footprint,OSINT record suggests online presence associated with Dhruv Bhat (P02789).,2025-06-22T09:53:53,0.62,Review,C0199
OF00798,OS0400,P02795,person,Digital Footprint,OSINT record suggests online presence associated with Aniket Mishra (P02795).,2025-06-22T21:53:53,0.86,Disputed,C0199
OF00799,OS0401,P02797,person,Social Identity,OSINT record suggests online presence associated with Pooja Naik (P02797).,2025-07-01T01:53:56,0.82,Disputed,C0200
OF00800,OS0402,P02821,person,Digital Footprint,OSINT record suggests online presence associated with Nisha Singh (P02821).,2025-12-24T20:49:01,0.67,Verified,C0201
OF00801,OS0402,P02805,person,Public Mention,OSINT record suggests online presence associated with Mahi Singh (P02805).,2025-12-24T20:49:01,0.58,Review,C0201
OF00802,OS0402,P02808,person,Digital Footprint,OSINT record suggests online presence associated with Meera Desai (P02808).,2025-12-25T02:49:01,0.85,Verified,C0201
OF00803,OS0403,P02804,person,Digital Footprint,OSINT record suggests online presence associated with Trisha Bansal (P02804).,2025-08-14T04:50:33,0.6,Verified,C0201
OF00804,OS0403,P02804,person,Business Listing,OSINT record suggests online presence associated with Trisha Bansal (P02804).,2025-08-15T00:50:33,0.66,Disputed,C0201
OF00805,OS0403,P02808,person,Social Identity,OSINT record suggests online presence associated with Meera Desai (P02808).,2025-08-14T17:50:33,0.69,Verified,C0201
OF00806,OS0404,P02808,person,Social Identity,OSINT record suggests online presence associated with Meera Desai (P02808).,2025-09-23T00:49:36,0.78,Disputed,C0201
OF00807,OS0404,P02821,person,Digital Footprint,OSINT record suggests online presence associated with Nisha Singh (P02821).,2025-09-23T08:49:36,0.47,Disputed,C0201
OF00808,OS0404,P02818,person,Digital Footprint,OSINT record suggests online presence associated with Pooja Malhotra (P02818).,2025-09-22T14:49:36,0.63,Review,C0201
OF00809,OS0405,P02807,person,Social Identity,OSINT record suggests online presence associated with Simran Shetty (P02807).,2025-05-06T05:24:14,0.74,Disputed,C0201
OF00810,OS0405,P02805,person,Digital Footprint,OSINT record suggests online presence associated with Mahi Singh (P02805).,2025-05-06T11:24:14,0.69,Disputed,C0201
OF00811,OS0405,P02803,person,Business Listing,OSINT record suggests online presence associated with Neha Bansal (P02803).,2025-05-07T12:24:14,0.51,Disputed,C0201
OF00812,OS0406,P02828,person,Digital Footprint,OSINT record suggests online presence associated with Shreya Malhotra (P02828).,2025-06-01T08:13:49,0.84,Disputed,C0202
OF00813,OS0406,P02826,person,Business Listing,OSINT record suggests online presence associated with Diya Thakur (P02826).,2025-06-01T18:13:49,0.75,Disputed,C0202
OF00814,OS0407,P02831,person,Business Listing,OSINT record suggests online presence associated with Raj Das (P02831).,2025-08-25T11:37:33,0.55,Disputed,C0202
OF00815,OS0407,P02843,person,Digital Footprint,OSINT record suggests online presence associated with Mohit Menon (P02843).,2025-08-25T16:37:33,0.6,Disputed,C0202
OF00816,OS0407,P02836,person,Digital Footprint,OSINT record suggests online presence associated with Tanvi Chavan (P02836).,2025-08-24T23:37:33,0.87,Disputed,C0202
OF00817,OS0408,P02842,person,Public Mention,OSINT record suggests online presence associated with Simran Shah (P02842).,2025-05-22T09:39:00,0.66,Verified,C0202
OF00818,OS0408,O0118,organization,Social Identity,OSINT record references business listing possibly linked to Central Exports (O0118).,2025-05-24T01:39:00,0.52,Verified,C0202
OF00819,OS0409,P02831,person,Business Listing,OSINT record suggests online presence associated with Raj Das (P02831).,2025-07-04T02:55:02,0.86,Review,C0202
OF00820,OS0410,P00807,person,Business Listing,OSINT record suggests online presence associated with Anushka Malhotra (P00807).,2025-02-26T03:13:01,0.61,Disputed,C0203
OF00821,OS0410,P01862,person,Social Identity,OSINT record suggests online presence associated with Aditya Kapoor (P01862).,2025-02-26T21:13:01,0.7,Review,C0203
OF00822,OS0410,P00810,person,Business Listing,OSINT record suggests online presence associated with Aanya Chavan (P00810).,2025-02-27T02:13:01,0.58,Verified,C0203
OF00823,OS0411,O0119,organization,Business Listing,OSINT record references business listing possibly linked to Western Industrial Supplies (O0119).,2025-08-21T15:46:08,0.62,Review,C0204
OF00824,OS0411,O0119,organization,Public Mention,OSINT record references business listing possibly linked to Western Industrial Supplies (O0119).,2025-08-22T06:46:08,0.62,Disputed,C0204
OF00825,OS0411,O0119,organization,Social Identity,OSINT record references business listing possibly linked to Western Industrial Supplies (O0119).,2025-08-21T02:46:08,0.72,Disputed,C0204
OF00826,OS0412,P02856,person,Public Mention,OSINT record suggests online presence associated with Vanya Verma (P02856).,2025-07-21T11:45:07,0.62,Verified,C0204
OF00827,OS0412,P02853,person,Digital Footprint,OSINT record suggests online presence associated with Isha Verma (P02853).,2025-07-22T04:45:07,0.73,Disputed,C0204
OF00828,OS0412,O0119,organization,Digital Footprint,OSINT record references business listing possibly linked to Western Industrial Supplies (O0119).,2025-07-21T09:45:07,0.84,Verified,C0204
OF00829,OS0413,P02853,person,Digital Footprint,OSINT record suggests online presence associated with Isha Verma (P02853).,2025-07-08T03:58:17,0.61,Disputed,C0204
OF00830,OS0414,P02864,person,Business Listing,OSINT record suggests online presence associated with Aditi Joshi (P02864).,2025-05-17T10:42:46,0.85,Verified,C0205
OF00831,OS0415,O0120,organization,Digital Footprint,OSINT record references business listing possibly linked to Coastal Financial Solutions (O0120).,2025-05-02T08:54:08,0.76,Disputed,C0205
OF00832,OS0415,P02868,person,Business Listing,OSINT record suggests online presence associated with Nisha Joshi (P02868).,2025-05-03T14:54:08,0.65,Verified,C0205
OF00833,OS0415,O0120,organization,Social Identity,OSINT record references business listing possibly linked to Coastal Financial Solutions (O0120).,2025-05-02T21:54:08,0.64,Verified,C0205
OF00834,OS0416,P02868,person,Social Identity,OSINT record suggests online presence associated with Nisha Joshi (P02868).,2025-06-15T03:28:44,0.74,Verified,C0205
OF00835,OS0416,P02863,person,Digital Footprint,OSINT record suggests online presence associated with Saurabh Verma (P02863).,2025-06-16T09:28:44,0.68,Verified,C0205
OF00836,OS0416,O0120,organization,Digital Footprint,OSINT record references business listing possibly linked to Coastal Financial Solutions (O0120).,2025-06-15T16:28:44,0.85,Review,C0205
OF00837,OS0417,P02872,person,Digital Footprint,OSINT record suggests online presence associated with Mohit Desai (P02872).,2025-12-02T07:54:17,0.89,Verified,C0206
OF00838,OS0417,O0121,organization,Public Mention,OSINT record references business listing possibly linked to Sunrise Technologies Pvt Ltd (O0121).,2025-12-03T13:54:17,0.51,Disputed,C0206
OF00839,OS0417,P02871,person,Business Listing,OSINT record suggests online presence associated with Pallavi Naik (P02871).,2025-12-02T18:54:17,0.88,Review,C0206
OF00840,OS0418,P02887,person,Public Mention,OSINT record suggests online presence associated with Mahi Rao (P02887).,2025-12-30T03:59:11,0.71,Verified,C0207
OF00841,OS0418,P02883,person,Social Identity,OSINT record suggests online presence associated with Rahul Rao (P02883).,2025-12-29T08:59:11,0.79,Verified,C0207
OF00842,OS0419,P02879,person,Digital Footprint,OSINT record suggests online presence associated with Rahul Chavan (P02879).,2025-03-17T17:46:22,0.52,Disputed,C0207
OF00843,OS0419,P02888,person,Digital Footprint,OSINT record suggests online presence associated with Raj Thakur (P02888).,2025-03-16T19:46:22,0.61,Disputed,C0207
OF00844,OS0419,O0122,organization,Public Mention,OSINT record references business listing possibly linked to Shree Ganesh Distribution Services (O0122).,2025-03-16T10:46:22,0.77,Review,C0207
OF00845,OS0420,P02891,person,Digital Footprint,OSINT record suggests online presence associated with Mohit Verma (P02891).,2025-08-31T23:10:52,0.63,Verified,C0208
OF00846,OS0420,O0123,organization,Public Mention,OSINT record references business listing possibly linked to Malabar Technologies Pvt Ltd (O0123).,2025-09-01T00:10:52,0.75,Review,C0208
OF00847,OS0420,P00329,person,Public Mention,OSINT record suggests online presence associated with Karan Gupta (P00329).,2025-09-02T01:10:52,0.73,Review,C0208
OF00848,OS0421,P02910,person,Public Mention,OSINT record suggests online presence associated with Raj Jadhav (P02910).,2025-08-23T18:38:22,0.8,Verified,C0209
OF00849,OS0422,O0124,organization,Public Mention,OSINT record references business listing possibly linked to Coastal Import Export House (O0124).,2025-07-07T01:31:04,0.49,Review,C0209
OF00850,OS0422,P02909,person,Public Mention,OSINT record suggests online presence associated with Vikram Desai (P02909).,2025-07-08T21:31:04,0.81,Verified,C0209
OF00851,OS0422,O0124,organization,Digital Footprint,OSINT record references business listing possibly linked to Coastal Import Export House (O0124).,2025-07-07T05:31:04,0.73,Disputed,C0209
OF00852,OS0423,P02902,person,Social Identity,OSINT record suggests online presence associated with Tara Naik (P02902).,2025-05-27T14:15:08,0.65,Disputed,C0209
OF00853,OS0423,O0124,organization,Digital Footprint,OSINT record references business listing possibly linked to Coastal Import Export House (O0124).,2025-05-27T09:15:08,0.59,Review,C0209
OF00854,OS0423,O0124,organization,Public Mention,OSINT record references business listing possibly linked to Coastal Import Export House (O0124).,2025-05-26T16:15:08,0.48,Review,C0209
OF00855,OS0424,P02919,person,Digital Footprint,OSINT record suggests online presence associated with Manav Mehta (P02919).,2025-09-17T00:08:41,0.5,Disputed,C0210
OF00856,OS0424,P02920,person,Social Identity,OSINT record suggests online presence associated with Ananya Joshi (P02920).,2025-09-16T04:08:41,0.86,Review,C0210
OF00857,OS0425,P02932,person,Digital Footprint,OSINT record suggests online presence associated with Tara Sethi (P02932).,2025-07-08T06:23:24,0.52,Disputed,C0211
OF00858,OS0425,P02933,person,Business Listing,OSINT record suggests online presence associated with Manav Thakur (P02933).,2025-07-09T05:23:24,0.81,Verified,C0211
OF00859,OS0425,P02935,person,Social Identity,OSINT record suggests online presence associated with Vivek Malhotra (P02935).,2025-07-08T22:23:24,0.89,Review,C0211
OF00860,OS0426,P00661,person,Digital Footprint,OSINT record suggests online presence associated with Vivek Khan (P00661).,2025-03-08T01:24:54,0.71,Disputed,C0211
OF00861,OS0426,P00661,person,Business Listing,OSINT record suggests online presence associated with Vivek Khan (P00661).,2025-03-07T12:24:54,0.78,Review,C0211
OF00862,OS0427,P02936,person,Social Identity,OSINT record suggests online presence associated with Trisha Khan (P02936).,2025-07-17T11:40:47,0.88,Verified,C0211
OF00863,OS0427,P02939,person,Digital Footprint,OSINT record suggests online presence associated with Ananya Shah (P02939).,2025-07-17T00:40:47,0.51,Review,C0211
OF00864,OS0427,P02935,person,Public Mention,OSINT record suggests online presence associated with Vivek Malhotra (P02935).,2025-07-17T19:40:47,0.85,Disputed,C0211
OF00865,OS0428,P02949,person,Social Identity,OSINT record suggests online presence associated with Raj Ghosh (P02949).,2025-05-01T09:09:17,0.73,Disputed,C0212
